
Flamengo,Bragantino,2,4,2021-09-06 04:39:01
Fluminense,Internacional,5,3,2021-05-07 21:19:23
Santos,Ceará,4,3,2021-02-12 03:56:19
Flamengo,Grêmio,4,2,2021-02-21 11:23:11
Bahia,Fortaleza,1,6,2021-11-20 02:16:18
Flamengo,Cuiabá,6,4,2021-07-16 13:07:06
Chapecoense,Palmeiras,1,5,2021-08-03 09:20:46
Internacional,Grêmio,0,5,2021-08-04 21:02:26
Juventude,Sport,6,2,2021-11-21 00:03:45
Internacional,Juventude,4,5,2021-05-03 20:30:39
Athletico-PR,Atlético-GO,5,5,2021-10-18 05:59:55
Athletico-PR,Chapecoense,4,2,2021-06-25 14:43:07
América-MG,Corinthians,1,4,2021-10-22 23:06:26
Palmeiras,Sport,1,3,2021-12-06 21:59:43
Palmeiras,Palmeiras,4,4,2022-01-06 01:03:51
Ceará,Fluminense,5,5,2021-11-09 20:56:35
Palmeiras,Fortaleza,6,3,2021-05-16 07:39:30
Palmeiras,Fortaleza,2,0,2021-05-12 11:13:09
Grêmio,Chapecoense,5,2,2021-03-16 02:48:18
Fluminense,Grêmio,6,6,2021-10-17 00:29:21
Juventude,Corinthians,3,6,2021-07-03 10:35:27
São Paulo,Palmeiras,7,0,2022-01-15 10:40:59
Chapecoense,Fortaleza,5,6,2021-10-11 03:04:53
Corinthians,Santos,5,4,2021-11-16 17:46:56
Chapecoense,Internacional,6,4,2021-04-05 08:47:54
São Paulo,Juventude,5,1,2021-02-05 08:46:27
Juventude,São Paulo,3,2,2021-08-06 19:53:54
Grêmio,Bahia,5,4,2021-03-16 02:31:28
Grêmio,Flamengo,0,2,2022-01-17 07:47:45
América-MG,Sport,2,1,2021-05-04 23:06:59
Athletico-PR,Fortaleza,0,3,2021-06-24 00:05:17
Santos,Chapecoense,0,3,2021-08-12 03:19:14
Santos,Bragantino,3,3,2021-02-17 23:56:51
Sport,Sport,2,2,2021-09-08 02:31:52
Ceará,São Paulo,5,4,2021-03-18 10:14:41
Sport,América-MG,2,6,2021-08-18 06:12:34
Chapecoense,Cuiabá,6,1,2021-04-25 00:25:41
Flamengo,Chapecoense,6,5,2021-10-21 02:13:56
Bahia,Sport,5,5,2021-02-08 19:04:52
Bahia,Athletico-PR,3,2,2022-01-01 06:06:33
Bahia,Grêmio,0,1,2022-01-23 23:11:17
Bahia,Bragantino,6,5,2021-12-14 09:35:32
Juventude,Palmeiras,6,1,2021-09-22 22:04:31
Santos,Santos,3,3,2021-05-31 04:43:59
Internacional,Grêmio,5,5,2021-11-11 14:01:33
Corinthians,Sport,2,2,2021-04-07 07:56:37
Juventude,Athletico-PR,0,0,2021-02-17 14:05:52
Grêmio,Chapecoense,3,5,2021-02-13 22:58:13
Fluminense,Cuiabá,0,1,2021-03-09 15:33:37
Fluminense,Grêmio,2,5,2021-07-03 16:35:35
Juventude,Ceará,6,2,2021-09-29 03:26:02
Bahia,Flamengo,4,4,2021-07-18 05:29:28
Cuiabá,São Paulo,3,4,2021-04-19 08:40:52
Bahia,Flamengo,0,5,2021-05-03 13:45:27
Grêmio,Fortaleza,3,2,2021-03-09 18:47:52
Ceará,Bahia,4,4,2021-05-02 02:19:17
Fluminense,Corinthians,2,2,2021-07-12 00:59:27
Grêmio,Juventude,6,6,2021-08-13 05:53:55
Bahia,Palmeiras,0,3,2021-10-02 06:28:52
Palmeiras,Bahia,2,5,2022-01-14 22:24:45
Ceará,Atlético-GO,2,4,2021-09-16 06:45:56
Ceará,Juventude,4,5,2021-04-25 02:30:50
Atlético-GO,Ceará,0,5,2021-04-28 07:21:11
Juventude,São Paulo,6,3,2021-03-14 22:03:18
Athletico-PR,São Paulo,5,4,2021-07-16 01:40:03
Sport,Sport,7,4,2021-10-31 19:41:17
Juventude,Corinthians,5,2,2021-04-17 15:19:48
Internacional,América-MG,6,7,2021-07-05 21:15:03
América-MG,Bahia,4,7,2021-12-18 04:49:42
Juventude,Athletico-PR,4,5,2021-05-04 14:22:48
Internacional,Ceará,4,2,2021-10-08 05:36:13
Palmeiras,Bahia,6,1,2021-06-30 17:46:47
Internacional,Ceará,4,6,2021-03-16 01:04:01
São Paulo,América-MG,6,7,2021-03-06 17:28:57
Ceará,Atlético-GO,5,3,2021-04-29 23:39:00
Athletico-PR,Cuiabá,1,1,2021-05-06 07:39:17
Sport,Sport,4,1,2022-01-15 13:30:26
Atlético-GO,Santos,3,1,2022-01-17 10:06:50
Corinthians,Santos,1,4,2021-07-18 12:27:41
Palmeiras,Flamengo,3,2,2021-07-14 23:31:33
Sport,São Paulo,0,2,2021-06-03 20:32:37
Corinthians,Athletico-PR,4,4,2022-01-10 02:53:01
Internacional,Fluminense,3,7,2021-11-06 07:49:52
Chapecoense,Grêmio,6,1,2021-03-06 09:28:44
Bahia,Bahia,3,4,2021-08-03 13:10:58
América-MG,Santos,5,3,2021-06-09 19:20:34
Chapecoense,Internacional,6,6,2021-07-14 07:49:00
Santos,Bragantino,6,0,2021-11-16 02:52:05
Cuiabá,Internacional,4,3,2021-04-29 00:47:10
Santos,São Paulo,3,7,2021-08-06 01:41:02
Fluminense,Atlético-GO,4,2,2021-12-27 09:01:05
Bahia,Athletico-PR,2,3,2021-04-14 12:27:22
Internacional,Atlético-GO,3,5,2021-11-12 06:33:43
Internacional,Cuiabá,4,2,2021-04-19 09:12:45
Ceará,Fortaleza,2,7,2021-03-10 19:40:34
Ceará,Santos,6,7,2021-11-13 04:09:26
Ceará,Atlético-GO,2,7,2021-05-09 23:24:33
Santos,Cuiabá,5,3,2021-08-26 14:42:13
Sport,Fluminense,3,2,2021-11-01 18:34:33
Juventude,Cuiabá,0,4,2021-06-08 20:01:13
Cuiabá,Fluminense,4,1,2021-09-07 01:34:42
América-MG,Athletico-PR,6,3,2021-12-31 05:52:14
São Paulo,São Paulo,6,0,2021-11-29 05:17:43
Santos,Sport,0,1,2021-08-06 05:11:16
Fluminense,Corinthians,1,6,2021-04-20 07:10:08
São Paulo,Fortaleza,4,3,2021-07-05 21:31:32
Juventude,Athletico-PR,4,3,2021-06-25 13:25:16
Fluminense,Sport,2,4,2021-09-30 14:05:16
Palmeiras,Juventude,1,1,2021-05-13 03:06:57
Corinthians,Fortaleza,3,1,2021-09-12 17:55:05
Grêmio,Fluminense,4,4,2021-11-02 20:59:19
Flamengo,Fortaleza,1,1,2021-02-15 18:45:02
Corinthians,Bragantino,3,2,2021-08-16 10:41:04
São Paulo,Flamengo,3,5,2021-08-17 03:51:49
Athletico-PR,Internacional,6,4,2021-11-26 07:59:02
América-MG,Santos,6,0,2021-06-02 22:47:41
Palmeiras,Cuiabá,7,1,2021-03-08 15:27:17
Cuiabá,Palmeiras,6,5,2021-11-08 10:03:23
Ceará,Atlético-GO,5,0,2021-06-10 13:56:24
Grêmio,Bragantino,4,1,2021-10-20 12:59:20
Grêmio,São Paulo,2,3,2021-10-18 20:06:32
Bahia,Internacional,2,2,2021-10-18 03:25:11
Internacional,América-MG,7,1,2021-04-28 10:43:17
Cuiabá,Cuiabá,0,3,2021-05-27 16:09:14
Ceará,Internacional,3,5,2022-01-20 15:34:13
Corinthians,Juventude,2,3,2021-06-01 08:05:46
Cuiabá,América-MG,5,3,2021-07-26 13:42:08
Flamengo,Fortaleza,0,1,2021-04-06 06:51:22
Corinthians,Juventude,7,1,2021-02-01 19:32:43
São Paulo,Fortaleza,0,1,2021-08-29 15:59:44
Juventude,Palmeiras,7,7,2022-01-19 23:47:28
Santos,Corinthians,5,6,2021-11-08 07:42:59
Grêmio,Fluminense,4,7,2021-11-08 10:39:34
Internacional,Sport,2,2,2022-01-20 20:40:04
Athletico-PR,Atlético-GO,7,6,2021-10-03 12:52:33
Sport,Atlético-GO,4,2,2021-05-24 21:29:31
Palmeiras,Grêmio,3,6,2021-04-25 05:51:41
Santos,Chapecoense,5,6,2021-12-27 23:23:41
Flamengo,América-MG,3,5,2021-08-08 13:18:16
Athletico-PR,Ceará,2,3,2021-07-08 13:14:42
Fluminense,Cuiabá,7,2,2021-06-04 05:33:28
Atlético-GO,Cuiabá,5,2,2021-10-18 18:06:45
América-MG,Chapecoense,1,2,2021-08-02 04:45:00
Internacional,Bahia,7,3,2021-03-24 05:45:21
Corinthians,Atlético-GO,5,6,2021-04-15 23:06:32
São Paulo,Flamengo,6,5,2021-12-13 15:17:36
Bahia,Flamengo,2,1,2021-08-29 06:30:14
Sport,Cuiabá,4,4,2021-12-13 08:18:29
Bahia,Fluminense,3,7,2021-08-30 00:51:42
Fluminense,América-MG,5,6,2022-01-20 02:24:34
Atlético-GO,São Paulo,0,6,2021-08-31 09:40:18
Internacional,Bahia,4,6,2022-01-06 23:52:04
Flamengo,Ceará,5,4,2022-01-15 03:28:14
Palmeiras,Fortaleza,3,1,2021-03-10 06:35:51
Juventude,Athletico-PR,3,2,2021-09-10 03:09:33
Internacional,Corinthians,6,0,2021-09-10 04:06:03
Ceará,Bragantino,2,7,2021-05-29 17:14:11
Flamengo,Juventude,3,5,2021-11-24 11:06:05
Chapecoense,Bahia,0,1,2021-12-14 23:22:16
Ceará,Juventude,3,5,2021-04-01 03:21:23
Flamengo,Athletico-PR,2,1,2022-01-29 10:58:01
Chapecoense,Flamengo,4,4,2021-12-29 12:38:33
Fluminense,Athletico-PR,6,7,2022-01-08 10:00:50
América-MG,Bahia,2,7,2021-08-22 23:27:41
Santos,Santos,3,5,2021-10-30 22:00:21
Corinthians,Fluminense,4,6,2021-03-01 04:46:33
Palmeiras,Atlético-GO,4,2,2022-01-16 13:47:33
Sport,América-MG,2,5,2021-10-06 15:11:40
Grêmio,Chapecoense,7,2,2021-07-19 16:24:32
Juventude,Bragantino,0,1,2021-02-24 23:08:00
Corinthians,América-MG,6,1,2021-10-06 02:57:52
América-MG,Juventude,1,4,2021-05-31 20:11:17
Athletico-PR,Bahia,5,4,2021-08-03 02:59:12
Flamengo,Corinthians,4,5,2021-03-17 21:47:02
Santos,Athletico-PR,3,7,2021-06-23 11:35:10
Palmeiras,Ceará,1,5,2022-01-31 04:30:46
Bahia,Fortaleza,2,2,2021-11-17 16:06:49
Athletico-PR,Fortaleza,3,3,2021-08-13 12:32:24
Santos,Bragantino,4,2,2022-01-12 03:34:48
Corinthians,Bragantino,5,6,2021-05-14 08:22:37
Atlético-GO,Palmeiras,2,3,2021-02-26 16:40:17
Ceará,Sport,0,4,2021-06-08 01:20:59
América-MG,Sport,1,2,2021-03-19 12:38:16
Palmeiras,Juventude,0,3,2021-09-03 23:48:08
São Paulo,Internacional,2,0,2021-02-14 00:41:23
Sport,Corinthians,7,2,2021-12-05 22:22:00
Atlético-GO,Grêmio,5,4,2021-09-18 21:35:34
América-MG,Ceará,3,6,2021-07-05 20:37:36
Atlético-GO,Palmeiras,6,2,2021-08-14 22:48:53
Sport,Fortaleza,0,2,2021-04-07 01:19:15
São Paulo,Bahia,6,4,2021-11-17 12:49:20
Ceará,Chapecoense,5,4,2021-09-14 14:58:27
Atlético-GO,Juventude,3,4,2021-04-21 20:33:48
Internacional,Cuiabá,6,6,2021-03-11 00:28:35
Corinthians,Bahia,4,5,2021-04-11 15:47:26
Juventude,Palmeiras,3,4,2021-11-04 16:51:26
Internacional,Bahia,2,6,2021-10-03 12:41:38
Corinthians,Internacional,3,5,2021-07-09 00:59:32
Corinthians,Juventude,3,0,2022-01-06 11:49:07
Ceará,Santos,1,6,2021-08-13 06:12:02
Chapecoense,Fluminense,6,5,2021-05-20 22:31:52
Sport,Bahia,4,5,2021-05-07 13:53:56
Fluminense,Flamengo,5,7,2021-07-17 10:15:08
Ceará,Bragantino,4,4,2021-07-11 10:27:35
Internacional,Ceará,0,4,2021-08-06 17:52:43
São Paulo,Cuiabá,0,1,2021-09-14 08:17:15
Chapecoense,Flamengo,2,1,2021-12-23 03:51:40
Ceará,Fortaleza,3,7,2021-04-16 17:59:39
Athletico-PR,Internacional,3,6,2021-11-23 17:15:59
Fluminense,Fluminense,5,2,2021-03-26 08:26:45
Flamengo,Bragantino,2,3,2021-05-30 21:29:19
Grêmio,Fortaleza,1,2,2021-03-08 04:03:49
Juventude,Juventude,3,6,2022-01-22 16:36:34
Athletico-PR,Palmeiras,4,5,2021-10-17 01:58:32
Sport,Grêmio,2,6,2022-01-06 10:35:50
Chapecoense,Bahia,5,1,2021-04-16 21:36:10
Internacional,Fortaleza,2,4,2021-06-28 06:31:56
Palmeiras,Ceará,2,4,2021-03-09 23:34:04
Fluminense,São Paulo,3,0,2021-03-28 07:24:49
Sport,Flamengo,7,1,2022-01-23 22:30:48
Bahia,América-MG,7,1,2021-05-07 23:40:58
Athletico-PR,Fluminense,6,6,2021-03-30 01:10:58
Grêmio,Bragantino,1,5,2021-10-23 00:44:57
Palmeiras,Cuiabá,2,4,2021-10-15 13:01:44
São Paulo,Corinthians,3,5,2021-02-22 10:21:55
Ceará,Grêmio,6,3,2021-10-07 03:46:43
Chapecoense,Santos,1,6,2021-11-26 08:22:57
Bahia,Palmeiras,7,0,2021-05-11 14:31:08
Juventude,Cuiabá,4,0,2021-07-26 01:03:34
Sport,Corinthians,1,1,2021-04-01 14:06:11
Bahia,Bahia,3,3,2021-10-28 10:15:43
Chapecoense,Corinthians,1,6,2021-09-21 10:59:26
América-MG,São Paulo,1,0,2021-05-04 11:56:47
Athletico-PR,Santos,6,0,2021-05-07 19:42:30
América-MG,São Paulo,1,0,2022-01-26 17:10:40
Juventude,Bahia,4,1,2021-07-19 15:42:05
Bahia,Chapecoense,7,5,2021-04-10 14:59:50
Ceará,Athletico-PR,6,2,2021-12-26 20:29:02
Corinthians,Fortaleza,7,3,2021-11-24 04:38:33
Ceará,Juventude,3,4,2021-04-29 11:45:43
Chapecoense,São Paulo,0,6,2021-10-07 12:00:02
Fluminense,Flamengo,1,2,2021-04-23 16:49:08
Ceará,Bragantino,6,6,2021-05-20 08:58:34
Sport,Internacional,2,3,2021-09-11 09:26:18
Sport,Bragantino,6,7,2021-06-14 00:16:32
Flamengo,América-MG,5,7,2021-02-06 13:27:33
Juventude,Atlético-GO,6,2,2021-07-09 05:23:04
São Paulo,Flamengo,1,4,2021-05-23 01:57:45
Chapecoense,Atlético-GO,0,5,2021-07-15 21:00:03
Fluminense,Ceará,2,5,2021-06-07 05:59:17
Corinthians,Internacional,4,3,2021-08-12 14:39:41
Flamengo,Bragantino,2,5,2021-04-05 05:00:52
Atlético-GO,Bragantino,6,3,2021-08-24 13:46:43
Santos,Bragantino,2,4,2021-08-25 05:54:08
Atlético-GO,Juventude,1,6,2022-01-22 12:47:38
Chapecoense,Athletico-PR,7,0,2021-12-12 07:29:43
Internacional,Internacional,2,5,2021-04-08 16:18:21
Corinthians,São Paulo,5,1,2021-11-15 06:30:45
Palmeiras,América-MG,2,5,2022-01-22 15:38:27
Internacional,Fortaleza,7,4,2022-01-29 03:31:16
Fluminense,Santos,4,2,2021-02-02 23:20:55
São Paulo,São Paulo,5,4,2022-01-18 03:40:46
Ceará,Palmeiras,6,7,2021-11-04 23:03:34
Athletico-PR,Flamengo,0,0,2021-10-29 08:08:25
Flamengo,Juventude,3,2,2021-11-25 07:10:57
Corinthians,São Paulo,2,2,2021-09-11 17:14:51
América-MG,Flamengo,3,6,2021-02-10 04:56:15
Cuiabá,São Paulo,1,3,2021-02-14 15:18:45
Grêmio,Bragantino,3,2,2021-08-16 19:53:43
Internacional,Chapecoense,6,5,2022-01-23 10:21:01
Santos,Sport,4,1,2021-02-25 16:25:23
São Paulo,Internacional,3,1,2021-11-11 16:50:20
Athletico-PR,Palmeiras,3,4,2021-12-04 23:13:02
Santos,Corinthians,3,6,2021-11-26 16:43:06
Palmeiras,Cuiabá,2,5,2021-05-11 22:29:01
Cuiabá,Bragantino,1,1,2021-07-07 10:23:11
Grêmio,Fortaleza,3,5,2021-05-05 12:58:36
Juventude,São Paulo,4,5,2021-09-11 15:07:38
Atlético-GO,Fluminense,4,5,2021-11-26 19:47:57
Bahia,Juventude,3,5,2021-09-10 11:48:52
Chapecoense,Grêmio,5,2,2021-12-10 11:01:44
Bahia,São Paulo,3,4,2021-04-12 05:23:07
Internacional,São Paulo,6,3,2021-10-13 06:58:02
Ceará,Internacional,2,1,2021-08-11 04:18:07
Sport,São Paulo,5,1,2021-07-15 12:51:38
Sport,Atlético-GO,2,0,2021-03-15 09:24:33
Sport,América-MG,4,5,2021-08-21 17:06:32
Ceará,Fortaleza,4,2,2021-07-19 12:53:52
São Paulo,Bahia,0,3,2021-02-26 03:10:35
Corinthians,Palmeiras,5,4,2021-11-23 02:42:01
Ceará,Juventude,1,1,2022-01-24 15:55:14
Cuiabá,Corinthians,3,2,2021-10-13 02:37:54
Sport,Palmeiras,0,6,2021-05-19 21:39:23
Juventude,Juventude,3,1,2021-12-18 23:50:41
Ceará,Bahia,1,3,2021-11-01 07:57:23
Cuiabá,Cuiabá,2,2,2021-08-27 09:15:06
Santos,Atlético-GO,0,5,2021-06-19 03:07:36
América-MG,Chapecoense,2,2,2021-02-17 20:05:05
Palmeiras,Chapecoense,2,2,2021-11-29 11:51:16
Corinthians,Santos,5,7,2021-05-17 06:42:14
Chapecoense,Bahia,5,3,2021-07-23 03:18:30
Grêmio,Athletico-PR,2,3,2021-05-10 15:34:51
Flamengo,Internacional,5,3,2021-04-29 00:04:27
Ceará,Sport,5,1,2021-09-26 00:51:22
Grêmio,Ceará,7,0,2021-12-17 06:07:47
Ceará,Ceará,4,1,2021-08-25 04:46:38
Santos,Flamengo,0,2,2021-04-26 18:20:07
Flamengo,Fortaleza,6,6,2021-09-16 19:42:50
América-MG,América-MG,7,7,2021-08-15 18:57:46
Juventude,Fluminense,0,1,2021-07-04 07:18:32
Cuiabá,Athletico-PR,0,6,2021-06-25 12:19:53
Chapecoense,Fortaleza,1,5,2021-09-20 23:31:45
Fluminense,Juventude,2,1,2021-09-29 09:04:47
Juventude,América-MG,4,6,2021-11-02 23:44:16
Santos,Chapecoense,6,3,2021-06-15 01:49:24
Sport,Santos,5,5,2021-04-24 22:39:43
Flamengo,Bahia,4,3,2021-09-06 00:26:37
Palmeiras,Chapecoense,0,0,2021-04-18 03:01:35
Juventude,Bahia,0,5,2021-10-14 06:09:45
Flamengo,América-MG,0,2,2021-07-24 16:44:21
Fluminense,Juventude,1,5,2021-03-19 00:41:07
Atlético-GO,Grêmio,7,1,2021-08-13 15:29:32
Corinthians,Fortaleza,2,1,2021-06-26 00:41:18
Bahia,Ceará,4,6,2021-12-08 05:41:02
Santos,Internacional,7,4,2021-11-25 13:11:50
Corinthians,Athletico-PR,3,0,2021-08-18 16:13:21
Sport,Santos,2,4,2021-04-30 20:58:20
Sport,América-MG,0,3,2022-01-03 07:12:25
São Paulo,Santos,6,3,2021-09-11 10:05:56
Bahia,Bragantino,7,2,2021-12-08 21:13:24
Palmeiras,Bahia,2,6,2021-07-16 05:26:33
Corinthians,Santos,7,5,2021-08-15 05:41:24
Internacional,Fortaleza,6,7,2021-12-27 12:09:47
Santos,Chapecoense,4,3,2021-03-09 22:33:33
Chapecoense,Athletico-PR,6,5,2022-01-02 13:18:09
Chapecoense,Atlético-GO,1,5,2021-12-30 13:14:25
Palmeiras,Cuiabá,7,5,2021-07-27 00:16:05
Ceará,Chapecoense,1,5,2021-09-05 09:28:08
Atlético-GO,Palmeiras,3,4,2021-08-08 03:04:03
Atlético-GO,Fortaleza,3,1,2021-06-16 10:18:39
América-MG,Atlético-GO,0,1,2021-12-03 00:49:01
Grêmio,Cuiabá,1,3,2021-12-13 09:16:26
São Paulo,Cuiabá,3,4,2021-04-14 22:32:10
Flamengo,Internacional,1,3,2021-08-26 19:32:06
Fluminense,Cuiabá,2,1,2021-11-21 01:06:57
São Paulo,Palmeiras,2,1,2021-04-01 09:58:01
Chapecoense,América-MG,5,6,2021-06-18 03:36:47
Santos,América-MG,6,6,2021-02-15 23:22:51
Grêmio,Athletico-PR,3,6,2021-05-09 00:35:48
Fluminense,Chapecoense,1,4,2021-10-21 01:47:29
Grêmio,Bragantino,6,7,2021-03-13 21:50:29
Chapecoense,Santos,5,0,2021-09-03 12:37:22
Santos,Cuiabá,5,1,2021-06-30 19:51:15
Juventude,Fluminense,4,5,2021-12-19 22:38:25
Juventude,Santos,6,1,2021-04-17 23:07:50
Sport,Corinthians,1,3,2021-09-28 03:17:57
Athletico-PR,Flamengo,3,3,2021-10-17 02:13:22
Bahia,Internacional,2,2,2021-08-23 18:33:10
Athletico-PR,Palmeiras,6,4,2021-06-28 11:43:52
Santos,Cuiabá,3,5,2021-05-30 08:13:38
Grêmio,Bragantino,2,4,2021-11-17 03:15:52
Bahia,Flamengo,3,5,2021-05-21 07:18:55
América-MG,Fluminense,5,6,2021-04-25 11:41:14
América-MG,Athletico-PR,3,0,2021-11-13 13:59:32
Bahia,Flamengo,4,5,2021-05-20 22:20:34
Grêmio,Juventude,2,1,2022-01-08 21:52:20
São Paulo,São Paulo,4,3,2021-04-30 13:55:10
Bahia,Athletico-PR,6,2,2021-12-04 02:37:11
Athletico-PR,Sport,4,2,2021-12-20 13:12:13
Flamengo,Atlético-GO,6,1,2021-10-03 07:35:50
Bahia,América-MG,0,2,2021-09-03 19:41:35
Ceará,Flamengo,3,1,2021-07-13 23:15:11
Internacional,Internacional,5,3,2021-12-25 05:16:41
Chapecoense,Bragantino,0,4,2021-12-24 16:01:25
Sport,Chapecoense,7,3,2021-08-04 04:54:32
Juventude,Juventude,1,1,2021-07-31 02:02:45
Palmeiras,Grêmio,5,5,2021-04-18 02:48:49
Bahia,Chapecoense,1,0,2021-09-22 18:18:59
Palmeiras,Flamengo,4,6,2021-12-03 05:36:56
Santos,Juventude,2,1,2021-07-27 01:26:47
Fluminense,América-MG,1,2,2021-11-21 07:17:11
Corinthians,Sport,6,4,2021-06-30 13:43:08
Cuiabá,Fortaleza,4,3,2021-05-30 04:23:31
Ceará,Fluminense,3,4,2021-12-10 11:51:08
Flamengo,Fortaleza,1,7,2021-03-13 07:38:31
Fluminense,Juventude,5,4,2021-06-06 03:05:39
Juventude,São Paulo,1,3,2021-09-03 19:48:10
Flamengo,São Paulo,5,7,2021-02-23 23:41:07
Corinthians,Atlético-GO,6,6,2021-06-28 17:09:09
Sport,Atlético-GO,2,3,2021-10-23 13:15:45
Bahia,Santos,2,3,2021-05-24 12:54:20
Flamengo,Cuiabá,4,5,2021-11-24 17:33:18
Grêmio,Fortaleza,2,5,2021-05-15 04:21:43
Chapecoense,Internacional,4,3,2021-03-06 20:11:52
Flamengo,América-MG,6,7,2021-03-28 13:58:11
Fluminense,Chapecoense,5,6,2021-12-07 12:02:19
Corinthians,Internacional,5,1,2021-06-04 09:56:18
Grêmio,Fluminense,2,2,2021-06-25 07:51:44
Sport,Chapecoense,0,3,2021-03-11 22:52:13
São Paulo,São Paulo,1,6,2021-05-24 09:51:23
Athletico-PR,Cuiabá,0,1,2021-06-27 03:54:56
Santos,Ceará,3,2,2021-08-01 00:47:52
Cuiabá,Sport,2,5,2021-07-17 04:42:22
Chapecoense,Ceará,7,6,2021-06-28 23:12:36
Fluminense,América-MG,4,3,2021-06-18 16:27:09
Sport,Ceará,4,5,2021-09-08 12:47:08
Ceará,Bahia,6,4,2021-03-04 23:02:53
Internacional,Santos,5,7,2021-06-08 07:10:50
Bahia,Athletico-PR,6,7,2022-01-23 10:05:48
Fluminense,Grêmio,7,1,2021-11-23 01:29:57
América-MG,Juventude,4,6,2021-12-23 18:38:48
Grêmio,Ceará,5,0,2021-05-09 17:39:34
Bahia,Bahia,5,4,2022-01-16 12:55:25
Fluminense,Atlético-GO,5,2,2021-03-22 11:26:37
Bahia,Bragantino,7,4,2021-02-22 23:22:25
Bahia,Juventude,1,1,2021-08-15 15:30:51
Juventude,Chapecoense,0,5,2021-09-02 05:36:31
Palmeiras,Grêmio,7,6,2021-12-24 19:20:42
Chapecoense,Athletico-PR,3,5,2021-10-13 16:50:28
Atlético-GO,São Paulo,4,4,2021-05-09 17:00:45
Fluminense,Fluminense,1,1,2021-12-29 11:47:14
Athletico-PR,São Paulo,5,5,2021-09-23 16:51:48
Fluminense,Corinthians,5,5,2021-11-22 05:21:11
São Paulo,Ceará,6,6,2021-12-04 11:57:38
Cuiabá,Cuiabá,6,5,2021-07-25 21:35:31
Internacional,Ceará,3,1,2021-05-10 18:02:44
Bahia,Juventude,2,2,2021-07-03 09:13:01
Grêmio,Bragantino,1,4,2021-12-27 14:17:58
Bahia,Fluminense,4,2,2021-11-20 17:47:25
Fluminense,Grêmio,4,5,2021-03-01 19:57:47
Corinthians,Fluminense,6,1,2021-04-26 03:01:48
São Paulo,Grêmio,4,6,2021-11-07 06:43:38
Palmeiras,Internacional,4,5,2021-06-25 07:06:47
Athletico-PR,Atlético-GO,1,5,2021-05-30 11:36:17
São Paulo,Athletico-PR,3,2,2021-11-19 08:19:00
Juventude,Palmeiras,5,0,2022-01-03 18:04:55
Cuiabá,Athletico-PR,1,6,2021-04-12 09:34:55
